milestone_id,project_id,milestone_name,sequence,planned_date,actual_date,status,delay_days,dependency_type
PRJ-SYN-004721-M-03,PRJ-SYN-004721,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2020-05-18,2020-07-15,COMPLETED,58,LAND_ACQUISITION
PRJ-SYN-004721-M-04,PRJ-SYN-004721,"EPC Tendering, Technical Evaluation & Contract Award",4,2020-08-08,2020-11-01,COMPLETED,85,PROCUREMENT
PRJ-SYN-004721-M-05,PRJ-SYN-004721,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2020-11-15,2021-03-16,COMPLETED,121,RIGHT_OF_WAY
PRJ-SYN-004721-M-06,PRJ-SYN-004721,"Major Substructure, Earthwork & Foundation Works (50%)",6,2021-03-18,2021-07-29,COMPLETED,133,CIVIL_WORKS
PRJ-SYN-004721-M-07,PRJ-SYN-004721,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2021-07-20,2021-12-30,COMPLETED,163,CIVIL_WORKS
PRJ-SYN-004721-M-08,PRJ-SYN-004721,"Equipment Installation, Signaling & Substation Integration",8,2021-10-10,2022-04-17,COMPLETED,189,SYSTEMS_EQUIPMENT
PRJ-SYN-004721-M-09,PRJ-SYN-004721,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2021-11-29,2022-06-28,COMPLETED,211,STATUTORY_INSPECTION
PRJ-SYN-004721-M-10,PRJ-SYN-004721,"Final Trial Runs, COD Commercial Operation & Handover",10,2022-01-01,2022-08-15,COMPLETED,226,COMMISSIONING
PRJ-SYN-004722-M-01,PRJ-SYN-004722,Feasibility Study & Detailed Project Report (DPR) Approval,1,2018-06-05,2018-06-18,COMPLETED,13,ADMINISTRATIVE
PRJ-SYN-004722-M-02,PRJ-SYN-004722,Statutory Environmental & Forest Clearance Stage-I,2,2018-11-07,2018-11-22,COMPLETED,15,STATUTORY
PRJ-SYN-004722-M-03,PRJ-SYN-004722,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2019-04-11,2019-05-11,COMPLETED,30,LAND_ACQUISITION
PRJ-SYN-004722-M-04,PRJ-SYN-004722,"EPC Tendering, Technical Evaluation & Contract Award",4,2019-09-13,2019-10-19,COMPLETED,36,PROCUREMENT
PRJ-SYN-004722-M-05,PRJ-SYN-004722,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2020-03-17,2020-05-05,COMPLETED,49,RIGHT_OF_WAY
PRJ-SYN-004722-M-06,PRJ-SYN-004722,"Major Substructure, Earthwork & Foundation Works (50%)",6,2020-11-04,2020-12-23,COMPLETED,49,CIVIL_WORKS
PRJ-SYN-004722-M-07,PRJ-SYN-004722,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2021-06-25,2021-09-05,COMPLETED,72,CIVIL_WORKS
PRJ-SYN-004722-M-08,PRJ-SYN-004722,"Equipment Installation, Signaling & Substation Integration",8,2021-11-27,2022-02-13,COMPLETED,78,SYSTEMS_EQUIPMENT
PRJ-SYN-004722-M-09,PRJ-SYN-004722,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2022-02-28,2022-05-19,COMPLETED,80,STATUTORY_INSPECTION
PRJ-SYN-004722-M-10,PRJ-SYN-004722,"Final Trial Runs, COD Commercial Operation & Handover",10,2022-05-01,2022-08-17,COMPLETED,108,COMMISSIONING
PRJ-SYN-004723-M-01,PRJ-SYN-004723,Feasibility Study & Detailed Project Report (DPR) Approval,1,2018-02-28,2018-04-01,COMPLETED,32,ADMINISTRATIVE
PRJ-SYN-004723-M-02,PRJ-SYN-004723,Statutory Environmental & Forest Clearance Stage-I,2,2018-05-12,2018-07-02,COMPLETED,51,STATUTORY
PRJ-SYN-004723-M-03,PRJ-SYN-004723,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2018-07-24,2018-09-23,COMPLETED,61,LAND_ACQUISITION
PRJ-SYN-004723-M-04,PRJ-SYN-004723,"EPC Tendering, Technical Evaluation & Contract Award",4,2018-10-05,2018-12-25,COMPLETED,81,PROCUREMENT
PRJ-SYN-004723-M-05,PRJ-SYN-004723,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2019-01-01,2019-04-11,COMPLETED,100,RIGHT_OF_WAY
PRJ-SYN-004723-M-06,PRJ-SYN-004723,"Major Substructure, Earthwork & Foundation Works (50%)",6,2019-04-20,2019-08-20,COMPLETED,122,CIVIL_WORKS
PRJ-SYN-004723-M-07,PRJ-SYN-004723,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2019-08-08,2019-12-20,COMPLETED,134,CIVIL_WORKS
PRJ-SYN-004723-M-08,PRJ-SYN-004723,"Equipment Installation, Signaling & Substation Integration",8,2019-10-20,2020-03-21,COMPLETED,153,SYSTEMS_EQUIPMENT
PRJ-SYN-004723-M-09,PRJ-SYN-004723,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2019-12-02,2020-06-01,COMPLETED,182,STATUTORY_INSPECTION
PRJ-SYN-004723-M-10,PRJ-SYN-004723,"Final Trial Runs, COD Commercial Operation & Handover",10,2020-01-01,2020-07-22,COMPLETED,203,COMMISSIONING
PRJ-SYN-004724-M-01,PRJ-SYN-004724,Feasibility Study & Detailed Project Report (DPR) Approval,1,2024-01-16,2024-02-06,COMPLETED,21,ADMINISTRATIVE
PRJ-SYN-004724-M-02,PRJ-SYN-004724,Statutory Environmental & Forest Clearance Stage-I,2,2024-05-29,2024-07-02,COMPLETED,34,STATUTORY
PRJ-SYN-004724-M-03,PRJ-SYN-004724,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2024-10-09,2024-11-23,COMPLETED,45,LAND_ACQUISITION
PRJ-SYN-004724-M-04,PRJ-SYN-004724,"EPC Tendering, Technical Evaluation & Contract Award",4,2025-02-20,2025-05-05,COMPLETED,74,PROCUREMENT
PRJ-SYN-004724-M-05,PRJ-SYN-004724,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2025-07-31,2025-11-06,COMPLETED,98,RIGHT_OF_WAY
PRJ-SYN-004724-M-06,PRJ-SYN-004724,"Major Substructure, Earthwork & Foundation Works (50%)",6,2026-02-17,2026-06-03,COMPLETED,106,CIVIL_WORKS
PRJ-SYN-004724-M-07,PRJ-SYN-004724,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2026-09-06,,DELAYED,210,CIVIL_WORKS
PRJ-SYN-004724-M-08,PRJ-SYN-004724,"Equipment Installation, Signaling & Substation Integration",8,2027-01-18,,NOT_STARTED,0,SYSTEMS_EQUIPMENT
PRJ-SYN-004724-M-09,PRJ-SYN-004724,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2027-04-08,,NOT_STARTED,0,STATUTORY_INSPECTION
PRJ-SYN-004724-M-10,PRJ-SYN-004724,"Final Trial Runs, COD Commercial Operation & Handover",10,2027-06-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-004725-M-01,PRJ-SYN-004725,Feasibility Study & Detailed Project Report (DPR) Approval,1,2020-01-17,2020-02-24,COMPLETED,38,ADMINISTRATIVE
PRJ-SYN-004725-M-02,PRJ-SYN-004725,Statutory Environmental & Forest Clearance Stage-I,2,2020-04-24,2020-06-18,COMPLETED,55,STATUTORY
PRJ-SYN-004725-M-03,PRJ-SYN-004725,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2020-07-30,2020-11-01,COMPLETED,94,LAND_ACQUISITION
PRJ-SYN-004725-M-04,PRJ-SYN-004725,"EPC Tendering, Technical Evaluation & Contract Award",4,2020-11-04,2021-03-01,COMPLETED,117,PROCUREMENT
PRJ-SYN-004725-M-05,PRJ-SYN-004725,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2021-03-01,2021-08-14,COMPLETED,166,RIGHT_OF_WAY
PRJ-SYN-004725-M-06,PRJ-SYN-004725,"Major Substructure, Earthwork & Foundation Works (50%)",6,2021-07-25,2022-02-09,COMPLETED,199,CIVIL_WORKS
PRJ-SYN-004725-M-07,PRJ-SYN-004725,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2021-12-18,2022-07-25,COMPLETED,219,CIVIL_WORKS
PRJ-SYN-004725-M-08,PRJ-SYN-004725,"Equipment Installation, Signaling & Substation Integration",8,2022-03-25,2022-12-06,COMPLETED,256,SYSTEMS_EQUIPMENT
PRJ-SYN-004725-M-09,PRJ-SYN-004725,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2022-05-23,2023-02-22,COMPLETED,275,STATUTORY_INSPECTION
PRJ-SYN-004725-M-10,PRJ-SYN-004725,"Final Trial Runs, COD Commercial Operation & Handover",10,2022-07-01,2023-05-21,COMPLETED,324,COMMISSIONING
PRJ-SYN-004726-M-01,PRJ-SYN-004726,Feasibility Study & Detailed Project Report (DPR) Approval,1,2020-07-10,2020-07-10,COMPLETED,0,ADMINISTRATIVE
PRJ-SYN-004726-M-02,PRJ-SYN-004726,Statutory Environmental & Forest Clearance Stage-I,2,2020-10-06,2020-10-06,COMPLETED,0,STATUTORY
PRJ-SYN-004726-M-03,PRJ-SYN-004726,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2021-01-03,2021-01-05,COMPLETED,2,LAND_ACQUISITION
PRJ-SYN-004726-M-04,PRJ-SYN-004726,"EPC Tendering, Technical Evaluation & Contract Award",4,2021-04-01,2021-04-01,COMPLETED,0,PROCUREMENT
PRJ-SYN-004726-M-05,PRJ-SYN-004726,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2021-07-16,2021-07-21,COMPLETED,5,RIGHT_OF_WAY
PRJ-SYN-004726-M-06,PRJ-SYN-004726,"Major Substructure, Earthwork & Foundation Works (50%)",6,2021-11-25,2021-11-25,COMPLETED,0,CIVIL_WORKS
PRJ-SYN-004726-M-07,PRJ-SYN-004726,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2022-04-07,2022-04-07,COMPLETED,0,CIVIL_WORKS
PRJ-SYN-004726-M-08,PRJ-SYN-004726,"Equipment Installation, Signaling & Substation Integration",8,2022-07-04,2022-07-12,COMPLETED,8,SYSTEMS_EQUIPMENT
PRJ-SYN-004726-M-09,PRJ-SYN-004726,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2022-08-26,2022-08-26,COMPLETED,0,STATUTORY_INSPECTION
PRJ-SYN-004726-M-10,PRJ-SYN-004726,"Final Trial Runs, COD Commercial Operation & Handover",10,2022-10-01,2022-10-01,COMPLETED,0,COMMISSIONING
PRJ-SYN-004727-M-01,PRJ-SYN-004727,Feasibility Study & Detailed Project Report (DPR) Approval,1,2021-08-25,2021-09-16,COMPLETED,22,ADMINISTRATIVE
PRJ-SYN-004727-M-02,PRJ-SYN-004727,Statutory Environmental & Forest Clearance Stage-I,2,2021-12-09,2022-01-07,COMPLETED,29,STATUTORY
PRJ-SYN-004727-M-03,PRJ-SYN-004727,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2022-03-26,2022-05-05,COMPLETED,40,LAND_ACQUISITION
PRJ-SYN-004727-M-04,PRJ-SYN-004727,"EPC Tendering, Technical Evaluation & Contract Award",4,2022-07-10,2022-08-20,COMPLETED,41,PROCUREMENT
PRJ-SYN-004727-M-05,PRJ-SYN-004727,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2022-11-15,2023-01-04,COMPLETED,50,RIGHT_OF_WAY
PRJ-SYN-004727-M-06,PRJ-SYN-004727,"Major Substructure, Earthwork & Foundation Works (50%)",6,2023-04-24,2023-06-14,COMPLETED,51,CIVIL_WORKS
PRJ-SYN-004727-M-07,PRJ-SYN-004727,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2023-10-01,2023-12-01,COMPLETED,61,CIVIL_WORKS
PRJ-SYN-004727-M-08,PRJ-SYN-004727,"Equipment Installation, Signaling & Substation Integration",8,2024-01-15,2024-04-15,COMPLETED,91,SYSTEMS_EQUIPMENT
PRJ-SYN-004727-M-09,PRJ-SYN-004727,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2024-03-19,2024-06-08,COMPLETED,81,STATUTORY_INSPECTION
PRJ-SYN-004727-M-10,PRJ-SYN-004727,"Final Trial Runs, COD Commercial Operation & Handover",10,2024-05-01,2024-08-08,COMPLETED,99,COMMISSIONING
PRJ-SYN-004728-M-01,PRJ-SYN-004728,Feasibility Study & Detailed Project Report (DPR) Approval,1,2018-12-10,2019-01-22,COMPLETED,43,ADMINISTRATIVE
PRJ-SYN-004728-M-02,PRJ-SYN-004728,Statutory Environmental & Forest Clearance Stage-I,2,2019-05-24,2019-08-03,COMPLETED,71,STATUTORY
PRJ-SYN-004728-M-03,PRJ-SYN-004728,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2019-11-04,2020-02-24,COMPLETED,112,LAND_ACQUISITION
PRJ-SYN-004728-M-04,PRJ-SYN-004728,"EPC Tendering, Technical Evaluation & Contract Award",4,2020-04-17,2020-09-30,COMPLETED,166,PROCUREMENT
PRJ-SYN-004728-M-05,PRJ-SYN-004728,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2020-10-31,2021-05-23,COMPLETED,204,RIGHT_OF_WAY
PRJ-SYN-004728-M-06,PRJ-SYN-004728,"Major Substructure, Earthwork & Foundation Works (50%)",6,2021-07-05,2022-02-14,COMPLETED,224,CIVIL_WORKS
PRJ-SYN-004728-M-07,PRJ-SYN-004728,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2022-03-09,2022-12-09,COMPLETED,275,CIVIL_WORKS
PRJ-SYN-004728-M-08,PRJ-SYN-004728,"Equipment Installation, Signaling & Substation Integration",8,2022-08-20,2023-07-09,COMPLETED,323,SYSTEMS_EQUIPMENT
PRJ-SYN-004728-M-09,PRJ-SYN-004728,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2022-11-27,2023-11-18,COMPLETED,356,STATUTORY_INSPECTION
PRJ-SYN-004728-M-10,PRJ-SYN-004728,"Final Trial Runs, COD Commercial Operation & Handover",10,2023-02-01,2024-02-18,COMPLETED,382,COMMISSIONING
PRJ-SYN-004729-M-01,PRJ-SYN-004729,Feasibility Study & Detailed Project Report (DPR) Approval,1,2020-04-12,2020-04-19,COMPLETED,7,ADMINISTRATIVE
PRJ-SYN-004729-M-02,PRJ-SYN-004729,Statutory Environmental & Forest Clearance Stage-I,2,2020-09-27,2020-10-09,COMPLETED,12,STATUTORY
PRJ-SYN-004729-M-03,PRJ-SYN-004729,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2021-03-13,2021-04-05,COMPLETED,23,LAND_ACQUISITION
PRJ-SYN-004729-M-04,PRJ-SYN-004729,"EPC Tendering, Technical Evaluation & Contract Award",4,2021-08-28,2021-10-03,COMPLETED,36,PROCUREMENT
PRJ-SYN-004729-M-05,PRJ-SYN-004729,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2022-03-17,2022-04-16,COMPLETED,30,RIGHT_OF_WAY
PRJ-SYN-004729-M-06,PRJ-SYN-004729,"Major Substructure, Earthwork & Foundation Works (50%)",6,2022-11-23,2023-01-02,COMPLETED,40,CIVIL_WORKS
PRJ-SYN-004729-M-07,PRJ-SYN-004729,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2023-08-01,2023-09-28,COMPLETED,58,CIVIL_WORKS
PRJ-SYN-004729-M-08,PRJ-SYN-004729,"Equipment Installation, Signaling & Substation Integration",8,2024-01-15,2024-03-20,COMPLETED,65,SYSTEMS_EQUIPMENT
PRJ-SYN-004729-M-09,PRJ-SYN-004729,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2024-04-25,2024-06-23,COMPLETED,59,STATUTORY_INSPECTION
PRJ-SYN-004729-M-10,PRJ-SYN-004729,"Final Trial Runs, COD Commercial Operation & Handover",10,2024-07-01,2024-09-27,COMPLETED,88,COMMISSIONING
PRJ-SYN-004730-M-01,PRJ-SYN-004730,Feasibility Study & Detailed Project Report (DPR) Approval,1,2020-01-13,2020-02-25,COMPLETED,43,ADMINISTRATIVE
PRJ-SYN-004730-M-02,PRJ-SYN-004730,Statutory Environmental & Forest Clearance Stage-I,2,2020-08-07,2020-11-21,COMPLETED,106,STATUTORY
PRJ-SYN-004730-M-03,PRJ-SYN-004730,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2021-03-02,2021-07-11,COMPLETED,131,LAND_ACQUISITION
PRJ-SYN-004730-M-04,PRJ-SYN-004730,"EPC Tendering, Technical Evaluation & Contract Award",4,2021-09-25,2022-03-20,COMPLETED,176,PROCUREMENT
PRJ-SYN-004730-M-05,PRJ-SYN-004730,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2022-06-01,2023-01-23,COMPLETED,236,RIGHT_OF_WAY
PRJ-SYN-004730-M-06,PRJ-SYN-004730,"Major Substructure, Earthwork & Foundation Works (50%)",6,2023-04-07,2024-01-06,COMPLETED,274,CIVIL_WORKS
PRJ-SYN-004730-M-07,PRJ-SYN-004730,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2024-02-12,2024-12-25,COMPLETED,317,CIVIL_WORKS
PRJ-SYN-004730-M-08,PRJ-SYN-004730,"Equipment Installation, Signaling & Substation Integration",8,2024-09-06,2025-09-08,COMPLETED,367,SYSTEMS_EQUIPMENT
PRJ-SYN-004730-M-09,PRJ-SYN-004730,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2025-01-08,,DELAYED,570,STATUTORY_INSPECTION
PRJ-SYN-004730-M-10,PRJ-SYN-004730,"Final Trial Runs, COD Commercial Operation & Handover",10,2025-04-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-004731-M-01,PRJ-SYN-004731,Feasibility Study & Detailed Project Report (DPR) Approval,1,2021-01-18,2021-02-04,COMPLETED,17,ADMINISTRATIVE
PRJ-SYN-004731-M-02,PRJ-SYN-004731,Statutory Environmental & Forest Clearance Stage-I,2,2021-08-19,2021-09-08,COMPLETED,20,STATUTORY
PRJ-SYN-004731-M-03,PRJ-SYN-004731,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2022-03-20,2022-04-25,COMPLETED,36,LAND_ACQUISITION
PRJ-SYN-004731-M-04,PRJ-SYN-004731,"EPC Tendering, Technical Evaluation & Contract Award",4,2022-10-19,2022-12-24,COMPLETED,66,PROCUREMENT
PRJ-SYN-004731-M-05,PRJ-SYN-004731,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2023-07-02,2023-09-16,COMPLETED,76,RIGHT_OF_WAY
PRJ-SYN-004731-M-06,PRJ-SYN-004731,"Major Substructure, Earthwork & Foundation Works (50%)",6,2024-05-16,2024-08-08,COMPLETED,84,CIVIL_WORKS
PRJ-SYN-004731-M-07,PRJ-SYN-004731,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2025-04-01,2025-07-08,COMPLETED,98,CIVIL_WORKS
PRJ-SYN-004731-M-08,PRJ-SYN-004731,"Equipment Installation, Signaling & Substation Integration",8,2025-10-31,2026-02-25,COMPLETED,117,SYSTEMS_EQUIPMENT
PRJ-SYN-004731-M-09,PRJ-SYN-004731,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2026-03-07,,AT_RISK,90,STATUTORY_INSPECTION
PRJ-SYN-004731-M-10,PRJ-SYN-004731,"Final Trial Runs, COD Commercial Operation & Handover",10,2026-06-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-004732-M-01,PRJ-SYN-004732,Feasibility Study & Detailed Project Report (DPR) Approval,1,2021-01-21,2021-02-17,COMPLETED,27,ADMINISTRATIVE
PRJ-SYN-004732-M-02,PRJ-SYN-004732,Statutory Environmental & Forest Clearance Stage-I,2,2021-06-10,2021-07-29,COMPLETED,49,STATUTORY
PRJ-SYN-004732-M-03,PRJ-SYN-004732,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2021-10-28,2022-02-02,COMPLETED,97,LAND_ACQUISITION
PRJ-SYN-004732-M-04,PRJ-SYN-004732,"EPC Tendering, Technical Evaluation & Contract Award",4,2022-03-17,2022-07-26,COMPLETED,131,PROCUREMENT
PRJ-SYN-004732-M-05,PRJ-SYN-004732,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2022-09-01,2023-02-01,COMPLETED,153,RIGHT_OF_WAY
PRJ-SYN-004732-M-06,PRJ-SYN-004732,"Major Substructure, Earthwork & Foundation Works (50%)",6,2023-03-30,2023-10-03,COMPLETED,187,CIVIL_WORKS
PRJ-SYN-004732-M-07,PRJ-SYN-004732,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2023-10-26,2024-05-30,COMPLETED,217,CIVIL_WORKS
PRJ-SYN-004732-M-08,PRJ-SYN-004732,"Equipment Installation, Signaling & Substation Integration",8,2024-03-14,2024-10-25,COMPLETED,225,SYSTEMS_EQUIPMENT
PRJ-SYN-004732-M-09,PRJ-SYN-004732,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2024-06-06,2025-02-27,COMPLETED,266,STATUTORY_INSPECTION
PRJ-SYN-004732-M-10,PRJ-SYN-004732,"Final Trial Runs, COD Commercial Operation & Handover",10,2024-08-01,2025-05-10,COMPLETED,282,COMMISSIONING
PRJ-SYN-004733-M-01,PRJ-SYN-004733,Feasibility Study & Detailed Project Report (DPR) Approval,1,2023-04-13,2023-06-19,COMPLETED,67,ADMINISTRATIVE
PRJ-SYN-004733-M-02,PRJ-SYN-004733,Statutory Environmental & Forest Clearance Stage-I,2,2023-11-03,2024-04-08,COMPLETED,157,STATUTORY
PRJ-SYN-004733-M-03,PRJ-SYN-004733,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2024-05-24,2024-12-31,COMPLETED,221,LAND_ACQUISITION
PRJ-SYN-004733-M-04,PRJ-SYN-004733,"EPC Tendering, Technical Evaluation & Contract Award",4,2024-12-14,,DELAYED,930,PROCUREMENT
PRJ-SYN-004733-M-05,PRJ-SYN-004733,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2025-08-16,,NOT_STARTED,0,RIGHT_OF_WAY
PRJ-SYN-004733-M-06,PRJ-SYN-004733,"Major Substructure, Earthwork & Foundation Works (50%)",6,2026-06-18,,NOT_STARTED,0,CIVIL_WORKS
PRJ-SYN-004733-M-07,PRJ-SYN-004733,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2027-04-20,,NOT_STARTED,0,CIVIL_WORKS
PRJ-SYN-004733-M-08,PRJ-SYN-004733,"Equipment Installation, Signaling & Substation Integration",8,2027-11-10,,NOT_STARTED,0,SYSTEMS_EQUIPMENT
PRJ-SYN-004733-M-09,PRJ-SYN-004733,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2028-03-11,,NOT_STARTED,0,STATUTORY_INSPECTION
PRJ-SYN-004733-M-10,PRJ-SYN-004733,"Final Trial Runs, COD Commercial Operation & Handover",10,2028-06-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-004734-M-01,PRJ-SYN-004734,Feasibility Study & Detailed Project Report (DPR) Approval,1,2019-02-16,2019-04-10,COMPLETED,53,ADMINISTRATIVE
PRJ-SYN-004734-M-02,PRJ-SYN-004734,Statutory Environmental & Forest Clearance Stage-I,2,2019-06-29,2019-10-07,COMPLETED,100,STATUTORY
PRJ-SYN-004734-M-03,PRJ-SYN-004734,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2019-11-10,2020-04-03,COMPLETED,145,LAND_ACQUISITION
PRJ-SYN-004734-M-04,PRJ-SYN-004734,"EPC Tendering, Technical Evaluation & Contract Award",4,2020-03-23,2020-10-15,COMPLETED,206,PROCUREMENT
PRJ-SYN-004734-M-05,PRJ-SYN-004734,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2020-08-31,2021-05-09,COMPLETED,251,RIGHT_OF_WAY
PRJ-SYN-004734-M-06,PRJ-SYN-004734,"Major Substructure, Earthwork & Foundation Works (50%)",6,2021-03-19,2022-01-04,COMPLETED,291,CIVIL_WORKS
PRJ-SYN-004734-M-07,PRJ-SYN-004734,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2021-10-06,2022-09-17,COMPLETED,346,CIVIL_WORKS
PRJ-SYN-004734-M-08,PRJ-SYN-004734,"Equipment Installation, Signaling & Substation Integration",8,2022-02-17,2023-03-16,COMPLETED,392,SYSTEMS_EQUIPMENT
PRJ-SYN-004734-M-09,PRJ-SYN-004734,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2022-05-08,2023-08-03,COMPLETED,452,STATUTORY_INSPECTION
PRJ-SYN-004734-M-10,PRJ-SYN-004734,"Final Trial Runs, COD Commercial Operation & Handover",10,2022-07-01,2023-11-05,COMPLETED,492,COMMISSIONING
PRJ-SYN-004735-M-01,PRJ-SYN-004735,Feasibility Study & Detailed Project Report (DPR) Approval,1,2018-08-01,2018-08-01,COMPLETED,0,ADMINISTRATIVE
PRJ-SYN-004735-M-02,PRJ-SYN-004735,Statutory Environmental & Forest Clearance Stage-I,2,2018-11-25,2018-12-23,COMPLETED,28,STATUTORY
PRJ-SYN-004735-M-03,PRJ-SYN-004735,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2019-03-20,2019-04-11,COMPLETED,22,LAND_ACQUISITION
PRJ-SYN-004735-M-04,PRJ-SYN-004735,"EPC Tendering, Technical Evaluation & Contract Award",4,2019-07-14,2019-08-22,COMPLETED,39,PROCUREMENT
PRJ-SYN-004735-M-05,PRJ-SYN-004735,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2019-11-30,2020-01-10,COMPLETED,41,RIGHT_OF_WAY
PRJ-SYN-004735-M-06,PRJ-SYN-004735,"Major Substructure, Earthwork & Foundation Works (50%)",6,2020-05-22,2020-07-11,COMPLETED,50,CIVIL_WORKS
PRJ-SYN-004735-M-07,PRJ-SYN-004735,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2020-11-11,2021-01-14,COMPLETED,64,CIVIL_WORKS
PRJ-SYN-004735-M-08,PRJ-SYN-004735,"Equipment Installation, Signaling & Substation Integration",8,2021-03-07,2021-05-10,COMPLETED,64,SYSTEMS_EQUIPMENT
PRJ-SYN-004735-M-09,PRJ-SYN-004735,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2021-05-15,2021-07-12,COMPLETED,58,STATUTORY_INSPECTION
PRJ-SYN-004735-M-10,PRJ-SYN-004735,"Final Trial Runs, COD Commercial Operation & Handover",10,2021-07-01,2021-09-05,COMPLETED,66,COMMISSIONING
PRJ-SYN-004736-M-01,PRJ-SYN-004736,Feasibility Study & Detailed Project Report (DPR) Approval,1,2019-05-02,2019-05-30,COMPLETED,28,ADMINISTRATIVE
PRJ-SYN-004736-M-02,PRJ-SYN-004736,Statutory Environmental & Forest Clearance Stage-I,2,2019-10-01,2019-11-22,COMPLETED,52,STATUTORY
PRJ-SYN-004736-M-03,PRJ-SYN-004736,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2020-03-01,2020-05-12,COMPLETED,72,LAND_ACQUISITION
PRJ-SYN-004736-M-04,PRJ-SYN-004736,"EPC Tendering, Technical Evaluation & Contract Award",4,2020-07-31,2020-11-14,COMPLETED,106,PROCUREMENT
PRJ-SYN-004736-M-05,PRJ-SYN-004736,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2021-01-30,2021-05-22,COMPLETED,112,RIGHT_OF_WAY
PRJ-SYN-004736-M-06,PRJ-SYN-004736,"Major Substructure, Earthwork & Foundation Works (50%)",6,2021-09-15,2022-01-30,COMPLETED,137,CIVIL_WORKS
PRJ-SYN-004736-M-07,PRJ-SYN-004736,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2022-05-01,2022-10-12,COMPLETED,164,CIVIL_WORKS
PRJ-SYN-004736-M-08,PRJ-SYN-004736,"Equipment Installation, Signaling & Substation Integration",8,2022-09-30,2023-04-15,COMPLETED,197,SYSTEMS_EQUIPMENT
